Training pFedFDA...
Round [192/200]  Train Loss [0.3338]     Train Acc [90.93]       Train Time [29.46]
Round [193/200]  Train Loss [0.3292]     Train Acc [91.06]       Train Time [30.55]
Round [194/200]  Train Loss [0.3226]     Train Acc [91.17]       Train Time [29.01]
Round [195/200]  Train Loss [0.3350]     Train Acc [90.95]       Train Time [27.82]
Round [196/200]  Train Loss [0.3451]     Train Acc [90.61]       Train Time [26.48]
Round [197/200]  Train Loss [0.3312]     Train Acc [91.15]       Train Time [19.51]
Round [198/200]  Train Loss [0.3334]     Train Acc [90.89]       Train Time [26.64]
Round [199/200]  Train Loss [0.3429]     Train Acc [90.56]       Train Time [27.62]
KL Divergence: μ=6.9904
Round [200/200]  Train Loss [0.3407]     Train Acc [90.75]       Test Loss [2.4437]     Test Acc [50.62(10.37)]         Train Time [92.99]
Method took (29.40, 6.65) seconds per training iteration
Method took (5895.67) total seconds
